Timestamp,Event_Type,Score,Pitch,Yaw,Roll,EAR,Severity
2026-01-23 16:24:26,NORMAL,99.00,-153.52,26.85,178.68,0.3544,LOW
2026-01-23 16:24:27,DISTRACTED,97.00,151.76,-60.72,-164.89,0.2169,LOW
2026-01-23 16:24:27,DISTRACTED,64.00,141.48,-65.75,-151.23,0.2775,MEDIUM
2026-01-23 16:24:28,NORMAL,58.50,169.60,-35.14,7.37,0.3154,MEDIUM
2026-01-23 16:24:29,DISTRACTED,65.00,172.85,60.35,173.74,0.2787,MEDIUM
2026-01-23 16:24:29,NORMAL,65.50,-172.80,21.43,178.48,0.2919,MEDIUM
2026-01-23 16:24:29,DISTRACTED,62.50,144.51,-72.79,4.71,0.3095,MEDIUM
2026-01-23 16:24:29,NORMAL,54.00,-169.23,8.95,0.20,0.3901,MEDIUM
2026-01-23 16:24:29,NORMAL,54.50,-169.23,8.95,0.20,0.4091,MEDIUM
2026-01-23 16:24:29,DISTRACTED,52.00,175.18,72.03,171.86,0.4583,MEDIUM
2026-01-23 16:24:29,NORMAL,52.50,-173.76,50.11,-1.26,0.4790,MEDIUM
2026-01-23 16:24:29,DISTRACTED,49.50,145.69,-73.19,-6.27,0.4983,HIGH
2026-01-23 16:24:29,NORMAL,41.00,-173.70,46.78,-2.16,0.5500,HIGH
2026-01-23 16:24:29,DISTRACTED,38.50,145.76,-73.06,5.72,0.5536,HIGH
2026-01-23 16:24:29,NORMAL,36.00,177.55,35.03,175.89,0.5489,HIGH
2026-01-23 16:24:29,DISTRACTED,33.00,178.79,62.25,174.85,0.5397,HIGH
2026-01-23 16:24:30,NORMAL,30.50,179.47,57.92,175.48,0.5196,HIGH
2026-01-23 16:24:30,NORMAL,38.00,-168.75,19.91,-2.31,0.3200,HIGH
2026-01-23 16:24:32,NORMAL,53.00,N/A,N/A,N/A,0.0000,MEDIUM
2026-01-23 16:24:33,NORMAL,68.00,-167.83,20.76,-5.09,0.3156,MEDIUM
2026-01-23 16:24:34,NORMAL,83.00,N/A,N/A,N/A,0.0000,LOW
2026-01-23 16:24:35,NORMAL,98.00,-173.81,20.29,-6.76,0.3106,LOW
2026-01-23 16:24:36,NORMAL,100.00,-166.48,-21.65,0.06,0.1616,LOW
2026-01-23 16:24:37,DROWSY,95.00,-159.35,-17.35,-4.93,0.1878,LOW
2026-01-23 16:24:37,NORMAL,90.50,-158.62,-16.11,-6.27,0.2182,LOW
2026-01-23 16:24:38,NORMAL,100.00,-159.30,9.12,-4.34,0.3018,LOW
2026-01-23 16:24:39,NORMAL,100.00,-175.32,11.57,-3.17,0.1973,LOW
2026-01-23 16:24:39,DROWSY,95.00,-177.14,14.80,-3.89,0.2091,LOW
2026-01-23 16:24:39,NORMAL,95.50,-178.24,14.88,-4.38,0.2133,LOW
2026-01-23 16:24:40,DROWSY,95.00,179.68,12.83,-4.73,0.1378,LOW
2026-01-23 16:24:40,DROWSY,55.00,178.52,12.13,-5.35,0.1481,MEDIUM
2026-01-23 16:24:41,NORMAL,0.50,-174.67,17.45,-4.33,0.2159,CRITICAL
2026-01-23 16:24:42,NORMAL,8.50,177.72,19.54,-6.30,0.1990,CRITICAL
2026-01-23 16:24:42,DROWSY,10.00,166.69,7.65,-7.71,0.1996,CRITICAL
2026-01-23 16:24:43,DROWSY,0.00,163.25,7.24,-7.09,0.1651,CRITICAL
2026-01-23 16:24:44,NORMAL,0.50,-172.95,2.23,-1.20,0.2126,CRITICAL
2026-01-23 16:24:44,NORMAL,3.50,-171.00,2.47,-1.47,0.2390,CRITICAL
2026-01-23 16:24:46,NORMAL,18.50,-167.55,16.85,-2.87,0.3010,CRITICAL
2026-01-23 16:24:47,DROWSY,26.00,-172.98,0.81,-0.97,0.2048,CRITICAL
2026-01-23 16:24:47,NORMAL,16.50,-172.79,1.05,-0.81,0.2117,CRITICAL
2026-01-23 16:24:47,NORMAL,17.00,-173.09,3.49,-1.26,0.2151,CRITICAL
2026-01-23 16:24:48,NORMAL,32.00,-168.75,5.53,-5.55,0.2934,HIGH
2026-01-23 16:24:50,NORMAL,47.00,-167.72,5.39,-5.98,0.3050,HIGH
2026-01-23 16:24:51,NORMAL,62.00,-166.15,-0.16,-5.90,0.3028,MEDIUM
2026-01-23 16:24:52,NORMAL,77.00,-170.38,2.62,-8.27,0.3076,LOW
2026-01-23 16:24:54,NORMAL,92.00,-174.37,9.76,-11.53,0.2842,LOW
2026-01-23 16:24:55,NORMAL,100.00,-173.86,-3.05,-9.26,0.3024,LOW
2026-01-23 16:24:56,NORMAL,100.00,-176.61,15.21,-13.70,0.2198,LOW
2026-01-23 16:35:52,NORMAL,100.00,-176.96,-38.41,16.10,0.2225,LOW
2026-01-23 16:35:53,NORMAL,100.00,-178.50,-41.96,17.92,0.2657,LOW
2026-01-23 16:35:54,NORMAL,100.00,-171.97,-25.41,18.10,0.3256,LOW
2026-01-23 16:35:56,NORMAL,100.00,-171.66,-6.94,9.46,0.2486,LOW
2026-01-23 16:35:57,NORMAL,100.00,-168.81,4.46,7.39,0.3127,LOW
2026-01-23 16:35:58,NORMAL,100.00,177.65,-22.85,17.10,0.2721,LOW
2026-01-23 16:36:00,NORMAL,100.00,N/A,N/A,N/A,0.0000,LOW
2026-01-23 16:36:01,DROWSY,95.00,172.42,-24.71,21.72,0.1799,LOW
2026-01-23 16:36:01,DROWSY,90.00,173.38,-27.43,22.71,0.1858,LOW
2026-01-23 16:36:02,NORMAL,0.50,168.07,-27.25,31.47,0.2207,CRITICAL
2026-01-23 16:36:02,NORMAL,5.50,167.09,-28.21,31.24,0.2912,CRITICAL
2026-01-23 16:36:03,NORMAL,20.50,163.94,-0.78,9.41,0.2896,CRITICAL
2026-01-23 16:36:04,NORMAL,35.50,N/A,N/A,N/A,0.0000,HIGH
2026-01-23 16:36:05,NORMAL,50.50,N/A,N/A,N/A,0.0000,MEDIUM
2026-01-23 16:36:06,DISTRACTED,50.00,-163.23,60.88,-4.44,0.2807,HIGH
2026-01-23 16:36:06,NORMAL,47.50,N/A,N/A,N/A,0.0000,HIGH
2026-01-23 16:36:06,NORMAL,58.50,N/A,N/A,N/A,0.0000,MEDIUM
2026-01-23 16:36:07,DISTRACTED,66.50,170.67,69.15,-22.38,0.3106,MEDIUM
2026-01-23 16:36:07,NORMAL,61.00,-99.60,1.38,-9.06,0.2910,MEDIUM
2026-01-23 16:36:08,NORMAL,63.00,175.00,20.58,-8.11,0.2559,MEDIUM
2026-01-23 16:36:09,NORMAL,78.00,178.50,9.36,-6.67,0.3220,LOW
2026-01-23 16:36:10,NORMAL,93.00,-179.75,4.89,-7.20,0.1102,LOW
2026-01-23 16:36:11,DROWSY,91.00,-179.42,5.63,-7.37,0.1058,LOW
2026-01-23 16:36:12,DROWSY,0.00,-175.45,24.00,-6.10,0.1640,CRITICAL
2026-01-23 16:36:12,NORMAL,0.50,-176.41,28.13,-6.89,0.2104,CRITICAL
2026-01-23 16:36:13,NORMAL,14.00,179.34,35.58,-13.32,0.2322,CRITICAL
2026-01-23 16:36:13,DISTRACTED,15.00,168.08,60.84,-19.04,0.3375,CRITICAL
2026-01-23 16:36:13,NORMAL,15.50,146.55,59.00,142.70,0.3642,CRITICAL
2026-01-23 16:36:14,NORMAL,25.50,N/A,N/A,N/A,0.0000,CRITICAL
2026-01-23 16:36:15,NORMAL,40.50,N/A,N/A,N/A,0.0000,HIGH
2026-01-23 16:36:16,NORMAL,55.50,N/A,N/A,N/A,0.0000,MEDIUM
2026-01-23 16:36:17,NORMAL,70.50,137.02,50.34,142.71,0.4207,LOW
2026-01-23 16:36:19,NORMAL,85.50,177.30,46.76,-11.82,0.2842,LOW
2026-01-23 16:36:20,DISTRACTED,94.50,-179.45,79.19,-5.19,0.3658,LOW
2026-01-23 16:36:20,NORMAL,95.00,N/A,N/A,N/A,0.0000,LOW
2026-01-23 16:36:20,NORMAL,97.00,N/A,N/A,N/A,0.0000,LOW
2026-01-23 16:36:20,DISTRACTED,97.00,164.13,62.31,-19.01,0.3971,LOW
2026-01-23 16:36:20,NORMAL,97.50,165.44,54.19,-17.14,0.3865,LOW
2026-01-23 16:36:21,DISTRACTED,97.00,158.95,63.61,-33.89,0.2822,LOW
2026-01-23 16:36:21,DISTRACTED,94.00,158.95,63.61,-33.89,0.2947,LOW
2026-01-23 16:36:21,NORMAL,94.50,N/A,N/A,N/A,0.0000,LOW
2026-01-23 16:36:22,NORMAL,100.00,172.33,18.38,-14.31,0.2478,LOW
2026-01-23 16:36:23,DROWSY,95.00,158.29,10.97,-16.83,0.1830,LOW
2026-01-23 16:36:24,DROWSY,45.00,160.90,12.96,-15.77,0.1418,HIGH
2026-01-23 16:36:24,NORMAL,5.50,N/A,N/A,N/A,0.0000,CRITICAL
2026-01-23 16:36:25,NORMAL,16.00,N/A,N/A,N/A,0.0000,CRITICAL
2026-01-23 16:36:26,NORMAL,31.00,N/A,N/A,N/A,0.0000,HIGH
2026-01-23 16:36:26,DROWSY,29.50,164.31,-0.09,-20.36,0.1818,CRITICAL
2026-01-23 16:36:26,NORMAL,10.00,169.44,29.54,-12.46,0.2164,CRITICAL
2026-01-23 16:36:27,NORMAL,18.50,178.88,16.77,-9.49,0.2624,CRITICAL
2026-01-23 16:36:28,NORMAL,33.50,172.00,-43.50,-179.22,0.3394,HIGH
2026-01-23 16:36:30,NORMAL,48.50,-179.20,24.02,-9.75,0.3092,HIGH
2026-01-23 16:36:31,NORMAL,63.50,-173.22,7.26,-14.38,0.3245,MEDIUM
2026-01-23 16:36:32,NORMAL,78.50,-166.30,10.79,-11.66,0.2789,LOW
2026-01-23 16:36:34,DISTRACTED,90.00,175.09,64.03,-20.67,0.2779,LOW
2026-01-23 16:36:34,NORMAL,87.50,N/A,N/A,N/A,0.0000,LOW
2026-01-23 16:36:34,DISTRACTED,94.50,173.85,61.60,-12.99,0.3507,LOW
2026-01-23 16:36:34,NORMAL,92.00,-98.35,-0.13,-31.28,0.4003,LOW
2026-01-23 16:36:35,NORMAL,94.50,-140.44,-54.56,-34.60,0.4683,LOW
2026-01-23 16:36:35,DISTRACTED,91.50,-129.09,-62.56,-42.81,0.4799,LOW
2026-01-23 16:36:35,NORMAL,92.00,N/A,N/A,N/A,0.0000,LOW
2026-01-23 16:36:36,NORMAL,100.00,N/A,N/A,N/A,0.0000,LOW
2026-01-23 16:36:37,NORMAL,100.00,N/A,N/A,N/A,0.0000,LOW
2026-01-23 16:36:37,DISTRACTED,97.00,166.32,65.28,-13.90,0.4984,LOW
2026-01-23 16:36:37,NORMAL,91.50,-137.51,-56.63,-29.07,0.5765,LOW
2026-01-23 16:36:37,DISTRACTED,88.50,168.66,66.07,-9.72,0.5974,LOW
2026-01-23 16:36:37,NORMAL,86.00,N/A,N/A,N/A,0.0000,LOW
2026-01-23 16:36:38,NORMAL,97.00,N/A,N/A,N/A,0.0000,LOW
2026-01-23 16:36:39,NORMAL,100.00,N/A,N/A,N/A,0.0000,LOW
2026-01-23 16:36:40,NORMAL,100.00,N/A,N/A,N/A,0.0000,LOW
2026-01-23 16:36:41,NORMAL,100.00,N/A,N/A,N/A,0.0000,LOW
2026-01-23 16:36:42,DISTRACTED,97.00,146.89,71.28,-23.05,0.6437,LOW
2026-01-23 16:36:42,NORMAL,97.50,N/A,N/A,N/A,0.0000,LOW
2026-01-23 16:36:42,DISTRACTED,94.50,152.77,62.60,-19.65,0.6285,LOW
2026-01-23 16:36:42,NORMAL,83.00,170.46,58.05,-1.78,0.5364,LOW
2026-01-23 16:36:42,NORMAL,84.50,166.29,53.67,-2.25,0.4386,LOW
2026-01-23 16:36:43,DISTRACTED,90.50,146.18,72.86,-1.53,0.3240,LOW
2026-01-23 16:36:43,NORMAL,91.00,149.11,18.12,165.40,0.3233,LOW
2026-01-23 16:36:44,NORMAL,96.00,144.87,17.94,-148.37,0.3073,LOW
2026-01-23 16:36:45,DISTRACTED,97.00,-104.53,-84.82,-60.81,0.2746,LOW
2026-01-23 16:36:45,NORMAL,97.50,N/A,N/A,N/A,0.0000,LOW
2026-01-23 16:36:45,NORMAL,100.00,N/A,N/A,N/A,0.0000,LOW
2026-01-23 16:36:46,NORMAL,100.00,N/A,N/A,N/A,0.0000,LOW
2026-01-23 16:36:47,NORMAL,100.00,N/A,N/A,N/A,0.0000,LOW
2026-01-23 16:36:48,NORMAL,100.00,179.49,19.78,-5.59,0.3036,LOW
2026-01-23 16:36:49,DISTRACTED,97.00,-151.20,-68.63,-16.56,0.3420,LOW
2026-01-23 16:36:49,NORMAL,85.50,N/A,N/A,N/A,0.0000,LOW
2026-01-23 16:36:50,NORMAL,93.50,N/A,N/A,N/A,0.0000,LOW
2026-01-23 16:36:51,NORMAL,100.00,N/A,N/A,N/A,0.0000,LOW
2026-01-23 16:36:51,DISTRACTED,97.00,142.47,74.19,144.69,0.6265,LOW
2026-01-23 16:36:51,NORMAL,94.50,N/A,N/A,N/A,0.0000,LOW
2026-01-23 16:36:52,DISTRACTED,92.50,137.93,88.25,146.04,0.7089,LOW
2026-01-23 16:36:52,NORMAL,93.00,N/A,N/A,N/A,0.0000,LOW
2026-01-23 16:36:52,NORMAL,95.50,N/A,N/A,N/A,0.0000,LOW
2026-01-23 16:36:52,DISTRACTED,92.50,-147.65,-70.05,-14.89,0.7390,LOW
2026-01-23 16:36:52,NORMAL,90.00,158.56,55.39,161.63,0.7723,LOW
2026-01-23 16:36:53,NORMAL,100.00,178.48,16.76,-3.75,0.3194,LOW
2026-01-23 16:36:54,DISTRACTED,97.00,158.26,70.82,-21.66,0.3415,LOW
2026-01-23 16:36:54,NORMAL,76.50,-165.69,-52.25,-2.61,0.6586,LOW
2026-01-23 16:36:54,DISTRACTED,74.00,144.01,72.15,-9.00,0.7647,LOW
2026-01-23 16:36:54,DISTRACTED,71.00,139.23,74.00,-39.33,0.8046,LOW
2026-01-23 16:36:54,NORMAL,71.50,N/A,N/A,N/A,0.0000,LOW
2026-01-23 16:36:55,DISTRACTED,79.50,134.87,-60.76,94.28,0.7889,LOW
2026-01-23 16:36:55,NORMAL,77.00,N/A,N/A,N/A,0.0000,LOW
2026-01-23 16:36:56,NORMAL,79.00,N/A,N/A,N/A,0.0000,LOW
2026-01-23 16:36:56,DISTRACTED,81.50,160.86,61.07,-14.91,0.7436,LOW
2026-01-23 16:36:56,NORMAL,76.00,164.06,-0.25,7.44,0.7186,LOW
2026-01-23 16:36:57,DISTRACTED,76.50,144.88,-72.08,-22.67,0.5640,LOW
2026-01-23 16:36:57,NORMAL,74.00,169.28,24.94,-6.48,0.4745,LOW
2026-01-23 16:36:57,NORMAL,76.50,177.27,15.89,-0.51,0.4277,LOW
2026-01-23 18:53:52,NORMAL,100.00,-176.19,19.06,-5.41,0.2799,LOW
2026-01-23 18:53:54,DROWSY,95.00,179.47,17.66,-6.33,0.1598,LOW
2026-01-23 18:53:54,DROWSY,85.00,179.38,17.74,-6.46,0.1585,LOW
2026-01-23 18:53:55,NORMAL,0.50,-178.28,19.95,-6.05,0.2129,CRITICAL
2026-01-23 18:53:55,NORMAL,4.50,-177.08,20.37,-6.47,0.2750,CRITICAL
2026-01-23 18:53:56,NORMAL,19.50,-176.67,20.75,-8.16,0.1920,CRITICAL
2026-01-23 18:53:58,NORMAL,34.50,-176.59,20.83,-8.33,0.2741,HIGH
2026-01-23 18:53:59,NORMAL,49.50,-177.58,21.04,-8.22,0.2321,HIGH
2026-01-23 18:54:00,NORMAL,64.50,-175.43,21.96,-7.89,0.2230,MEDIUM
2026-01-23 18:54:02,NORMAL,79.50,175.70,26.58,-10.98,0.2315,LOW
2026-01-23 18:54:02,YAWNING,82.00,172.36,20.48,-10.35,0.2060,LOW
2026-01-23 18:54:03,YAWNING,42.00,173.00,21.08,-9.15,0.2301,HIGH
2026-01-23 18:54:03,NORMAL,34.50,176.08,24.26,-8.92,0.2261,HIGH
2026-01-23 18:54:05,NORMAL,47.00,-172.82,21.39,-6.89,0.2512,HIGH
2026-01-23 18:54:06,NORMAL,62.00,-176.66,23.27,-10.14,0.2008,MEDIUM
2026-01-23 18:54:07,DROWSY,63.00,-176.60,23.33,-10.24,0.1888,MEDIUM
2026-01-23 18:54:07,DROWSY,0.00,-177.83,23.07,-10.41,0.1800,CRITICAL
2026-01-23 18:54:08,NORMAL,0.50,-175.21,24.60,-9.12,0.2120,CRITICAL
2026-01-23 18:54:09,NORMAL,11.50,-170.48,23.61,-6.23,0.3066,CRITICAL
2026-01-23 18:54:10,DISTRACTED,21.50,-172.84,-62.43,164.89,0.2609,CRITICAL
2026-01-23 18:54:10,DISTRACTED,12.50,-170.84,-66.81,163.53,0.2918,CRITICAL
2026-01-23 18:54:11,NORMAL,0.50,74.98,52.96,-79.02,0.3560,CRITICAL
2026-01-23 18:54:11,DISTRACTED,0.00,133.64,74.43,-40.43,0.3590,CRITICAL
2026-01-23 18:54:11,NORMAL,0.50,-174.02,-28.02,-5.32,0.2991,CRITICAL
2026-01-23 18:54:12,NORMAL,4.00,-171.15,-6.36,-3.76,0.2429,CRITICAL
2026-01-23 18:54:12,DISTRACTED,6.00,-170.45,61.08,-176.22,0.2333,CRITICAL
2026-01-23 18:54:12,NORMAL,3.50,-170.54,47.01,3.85,0.2393,CRITICAL
2026-01-23 18:54:12,DISTRACTED,0.50,179.23,-61.13,4.42,0.2553,CRITICAL
2026-01-23 18:54:13,DISTRACTED,0.00,-23.84,-65.21,-176.48,1.1148,CRITICAL
2026-01-23 18:54:13,NORMAL,0.50,N/A,N/A,N/A,0.0000,CRITICAL
2026-01-23 18:54:14,NORMAL,15.00,-171.34,20.99,-3.73,0.2742,CRITICAL
2026-01-23 18:54:15,DROWSY,22.00,159.12,8.29,-3.48,0.1892,CRITICAL
2026-01-23 18:54:16,DROWSY,0.00,160.88,7.88,-4.32,0.1859,CRITICAL
2026-01-23 18:54:17,NORMAL,0.50,-167.67,18.34,-3.13,0.2179,CRITICAL
2026-01-23 18:54:17,NORMAL,3.00,-167.21,17.96,-3.04,0.2629,CRITICAL
2026-01-23 18:54:18,NORMAL,18.00,N/A,N/A,N/A,0.0000,CRITICAL
2026-01-23 18:54:19,NORMAL,33.00,N/A,N/A,N/A,0.0000,HIGH
2026-01-23 18:54:20,NORMAL,48.00,N/A,N/A,N/A,0.0000,HIGH
2026-01-23 18:54:21,NORMAL,63.00,N/A,N/A,N/A,0.0000,MEDIUM
2026-01-23 18:54:22,NORMAL,78.00,N/A,N/A,N/A,0.0000,LOW
2026-01-23 18:54:23,NORMAL,93.00,N/A,N/A,N/A,0.0000,LOW
2026-01-23 18:54:24,NORMAL,100.00,N/A,N/A,N/A,0.0000,LOW
2026-01-23 18:54:26,NORMAL,100.00,168.67,15.30,5.90,0.1758,LOW
2026-01-23 18:54:27,DROWSY,95.00,-177.74,10.76,-0.24,0.1474,LOW
2026-01-23 18:54:27,NORMAL,70.50,-177.47,12.28,-2.21,0.2127,LOW
2026-01-23 18:54:28,DROWSY,73.00,-177.67,15.41,-6.14,0.1610,LOW
2026-01-23 18:54:28,DROWSY,33.00,-171.72,-0.55,-0.59,0.1745,HIGH
2026-01-23 18:54:29,NORMAL,0.50,-172.01,-14.26,0.34,0.2217,CRITICAL
2026-01-23 18:54:30,NORMAL,7.00,-171.34,-21.91,-1.14,0.3103,CRITICAL
2026-01-23 18:54:31,NORMAL,22.00,-175.90,-11.33,-3.11,0.2502,CRITICAL
2026-03-11 01:57:10,NORMAL,100.00,N/A,N/A,N/A,0.0000,LOW
2026-03-11 01:57:11,NORMAL,100.00,N/A,N/A,N/A,0.0000,LOW
2026-03-11 01:57:12,NORMAL,100.00,N/A,N/A,N/A,0.0000,LOW
2026-03-11 01:57:13,NORMAL,100.00,N/A,N/A,N/A,0.0000,LOW
2026-03-11 01:57:14,NORMAL,100.00,N/A,N/A,N/A,0.0000,LOW
2026-03-11 01:57:15,NORMAL,100.00,N/A,N/A,N/A,0.0000,LOW
2026-03-11 01:57:16,NORMAL,100.00,N/A,N/A,N/A,0.0000,LOW
2026-03-11 01:57:17,NORMAL,100.00,N/A,N/A,N/A,0.0000,LOW
2026-03-11 01:57:18,NORMAL,100.00,N/A,N/A,N/A,0.0000,LOW
2026-03-11 01:57:19,NORMAL,100.00,N/A,N/A,N/A,0.0000,LOW
2026-03-11 01:57:20,NORMAL,100.00,N/A,N/A,N/A,0.0000,LOW
2026-03-11 01:57:21,NORMAL,100.00,N/A,N/A,N/A,0.0000,LOW
2026-03-11 01:57:22,NORMAL,100.00,N/A,N/A,N/A,0.0000,LOW
2026-03-11 01:57:23,NORMAL,100.00,N/A,N/A,N/A,0.0000,LOW
2026-03-11 01:57:24,NORMAL,100.00,N/A,N/A,N/A,0.0000,LOW
2026-03-11 01:57:25,NORMAL,100.00,N/A,N/A,N/A,0.0000,LOW
2026-03-11 01:57:26,NORMAL,100.00,N/A,N/A,N/A,0.0000,LOW
2026-03-11 01:57:27,NORMAL,100.00,N/A,N/A,N/A,0.0000,LOW
2026-03-11 01:57:28,NORMAL,100.00,N/A,N/A,N/A,0.0000,LOW
2026-03-11 01:57:29,NORMAL,100.00,N/A,N/A,N/A,0.0000,LOW
2026-03-11 01:57:30,NORMAL,100.00,N/A,N/A,N/A,0.0000,LOW
2026-03-11 01:57:31,NORMAL,100.00,N/A,N/A,N/A,0.0000,LOW
2026-03-11 01:57:32,NORMAL,100.00,N/A,N/A,N/A,0.0000,LOW
2026-03-11 01:57:33,NORMAL,100.00,N/A,N/A,N/A,0.0000,LOW
2026-03-11 01:57:34,NORMAL,100.00,N/A,N/A,N/A,0.0000,LOW
2026-03-11 01:57:35,NORMAL,100.00,N/A,N/A,N/A,0.0000,LOW
2026-03-11 01:57:36,NORMAL,100.00,N/A,N/A,N/A,0.0000,LOW
2026-03-11 01:57:37,NORMAL,100.00,N/A,N/A,N/A,0.0000,LOW
2026-03-11 01:57:38,NORMAL,100.00,N/A,N/A,N/A,0.0000,LOW
2026-03-11 01:57:39,NORMAL,100.00,N/A,N/A,N/A,0.0000,LOW
2026-03-11 01:57:40,NORMAL,100.00,N/A,N/A,N/A,0.0000,LOW
2026-03-11 01:57:41,NORMAL,100.00,N/A,N/A,N/A,0.0000,LOW
2026-03-11 01:57:42,DROWSY,95.00,164.40,-0.03,24.39,0.1900,LOW
2026-03-11 01:57:42,NORMAL,85.50,-167.50,0.58,9.91,0.2190,LOW
2026-03-11 01:57:43,NORMAL,87.00,-171.32,-18.19,3.26,0.2284,LOW
